127.0.0.1, 2011-06-16 16:04:45, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.327000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.376000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.313000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.294000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_last_comments, HTTP/1.1, 500, 0.496000
127.0.0.1, 2011-06-16 16:43:23, GET, /test/default/user/login, HTTP/1.1, 200, 0.167000
127.0.0.1, 2011-06-16 16:43:25, POST, /test/default/user/login, HTTP/1.1, 303, 0.156000
127.0.0.1, 2011-06-16 16:43:25, GET, /test/default/index, HTTP/1.1, 200, 0.172000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/css/i2p.admin.css, HTTP/1.1, 200, 0.117000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/js/ckeditor/ckeditor.js, HTTP/1.1, 200, 0.122000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/information.png, HTTP/1.1, 200, 0.047000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/admin.png, HTTP/1.1, 200, 0.132000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/articles.png, HTTP/1.1, 200, 0.048000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/users.png, HTTP/1.1, 200, 0.004000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/js/ckeditor/adapters/jquery.js, HTTP/1.1, 200, 0.305000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/categories.png, HTTP/1.1, 200, 0.143000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/images.png, HTTP/1.1, 200, 0.008000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/links.png, HTTP/1.1, 200, 0.003000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/js/jquery-ui-1.8.4.custom.min.js, HTTP/1.1, 200, 0.446000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/comments.png, HTTP/1.1, 200, 0.078000
127.0.0.1, 2011-06-16 16:43:26, GET, /test/static/images/style.png, HTTP/1.1, 200, 0.009000
127.0.0.1, 2011-06-16 16:43:28, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.417000
127.0.0.1, 2011-06-16 16:43:28, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.418000
127.0.0.1, 2011-06-16 16:43:28, GET, /test/default/json_get_sidebar_tags, HTTP/1.1, 200, 0.458000
127.0.0.1, 2011-06-16 16:43:28, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.499000
127.0.0.1, 2011-06-16 16:43:28, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.522000
127.0.0.1, 2011-06-16 16:43:29, GET, /test/default/json_get_sidebar_links, HTTP/1.1, 200, 0.569000
127.0.0.1, 2011-06-16 16:43:29, GET, /test/static/images/noti_warn.png, HTTP/1.1, 200, 0.050000
127.0.0.1, 2011-06-16 16:43:29, GET, /test/default/json_get_sidebar_last_comments, HTTP/1.1, 500, 0.260000
127.0.0.1, 2011-06-16 16:43:29, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.111000
127.0.0.1, 2011-06-16 16:43:29, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.103000
127.0.0.1, 2011-06-16 16:43:29, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.090000
127.0.0.1, 2011-06-16 16:43:29, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.141000
127.0.0.1, 2011-06-16 17:04:49, GET, /test/default/user/logout, HTTP/1.1, 303, 0.134000
127.0.0.1, 2011-06-16 17:04:49, GET, /test/default/index, HTTP/1.1, 200, 0.152000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_tags, HTTP/1.1, 200, 0.422000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.464000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.529000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_links, HTTP/1.1, 200, 0.566000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.629000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.664000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.433000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.343000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.276000
127.0.0.1, 2011-06-16 17:04:51, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.316000
127.0.0.1, 2011-06-16 17:04:52, GET, /test/default/json_get_sidebar_last_comments, HTTP/1.1, 500, 0.599000
127.0.0.1, 2011-06-16 17:04:57, GET, /test/default/user/login, HTTP/1.1, 200, 0.185000
127.0.0.1, 2011-06-16 17:04:58, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.307000
127.0.0.1, 2011-06-16 17:04:58, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.362000
127.0.0.1, 2011-06-16 17:04:58, GET, /test/default/json_get_sidebar_tags, HTTP/1.1, 200, 0.374000
127.0.0.1, 2011-06-16 17:04:58, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.436000
127.0.0.1, 2011-06-16 17:04:58, GET, /test/default/json_get_sidebar_links, HTTP/1.1, 200, 0.462000
127.0.0.1, 2011-06-16 17:04:58, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.517000
127.0.0.1, 2011-06-16 17:04:59, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.385000
127.0.0.1, 2011-06-16 17:04:59, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.420000
127.0.0.1, 2011-06-16 17:04:59, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.374000
127.0.0.1, 2011-06-16 17:04:59, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.071000
127.0.0.1, 2011-06-16 17:04:59, GET, /test/default/json_get_sidebar_last_comments, HTTP/1.1, 500, 0.738000
127.0.0.1, 2011-06-20 09:56:01, GET, /, HTTP/1.1, 303, 0.003000
127.0.0.1, 2011-06-20 09:56:08, GET, /welcome/default/index, HTTP/1.1, 200, 3.927000
127.0.0.1, 2011-06-20 09:56:08, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.035000
127.0.0.1, 2011-06-20 09:56:08, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.054000
127.0.0.1, 2011-06-20 09:56:08, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.086000
127.0.0.1, 2011-06-20 09:56:08, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.093000
127.0.0.1, 2011-06-20 09:56:08, GET, /welcome/static/favicon.ico, HTTP/1.1, 304, 0.086000
127.0.0.1, 2011-06-20 09:56:08, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.439000
127.0.0.1, 2011-06-20 09:56:09, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.494000
127.0.0.1, 2011-06-20 09:56:09, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.378000
127.0.0.1, 2011-06-20 09:56:10, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 1.599000
127.0.0.1, 2011-06-20 09:56:10, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 1.627000
127.0.0.1, 2011-06-20 09:56:10, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 1.827000
127.0.0.1, 2011-06-20 09:56:10, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-20 09:56:10, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.044000
127.0.0.1, 2011-06-20 10:04:39, GET, /test, HTTP/1.1, 200, 2.824000
127.0.0.1, 2011-06-20 10:04:41, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.431000
127.0.0.1, 2011-06-20 10:04:41, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.476000
127.0.0.1, 2011-06-20 10:04:41, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.460000
127.0.0.1, 2011-06-20 10:04:41, GET, /test/default/json_get_sidebar_tags, HTTP/1.1, 200, 0.479000
127.0.0.1, 2011-06-20 10:04:41, GET, /test/default/json_get_sidebar_links, HTTP/1.1, 200, 0.526000
127.0.0.1, 2011-06-20 10:04:41, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.546000
127.0.0.1, 2011-06-20 10:04:41, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.230000
127.0.0.1, 2011-06-20 10:04:42, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.578000
127.0.0.1, 2011-06-20 10:04:42, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.560000
127.0.0.1, 2011-06-20 10:04:42, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.592000
127.0.0.1, 2011-06-20 10:04:42, GET, /test/default/json_get_sidebar_last_comments, HTTP/1.1, 500, 1.058000
